Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge,HasCrCard,IsActiveMember,Gender
1,711,51,7,0.0,3,38409.79,0.0,0.13725490196078433,13.941176470588236,1,0,1
1,706,23,5,0.0,1,164128.41,0.0,0.21739130434782608,30.695652173913043,0,0,0
1,626,44,10,81553.93,1,20063.63,4.064764451896291,0.22727272727272727,14.227272727272727,1,0,0
1,628,46,1,46870.43,4,31272.14,1.4987918959175803,0.021739130434782608,13.652173913043478,1,0,0
1,534,55,8,116973.26,3,122066.5,0.9582748747608885,0.14545454545454545,9.709090909090909,1,0,0
1,474,33,5,0.0,2,181945.52,0.0,0.15151515151515152,14.363636363636363,1,0,1
1,542,38,8,65942.26,1,68093.23,0.9684113971388932,0.21052631578947367,14.263157894736842,1,1,1
1,675,54,2,0.0,1,149583.67,0.0,0.037037037037037035,12.5,1,0,1
1,789,37,3,0.0,1,121883.87,0.0,0.08108108108108109,21.324324324324323,1,0,1
1,598,43,5,0.0,3,100722.72,0.0,0.11627906976744186,13.906976744186046,1,1,0
1,743,40,6,0.0,1,28280.8,0.0,0.15,18.575,1,0,0
1,794,41,7,176845.41,3,166526.26,1.0619671035667286,0.17073170731707318,19.365853658536587,1,0,0
1,648,54,9,120633.42,1,5924.38,20.36220161434614,0.16666666666666666,12.0,0,0,0
1,625,43,8,201696.07,1,133020.9,1.5162735329560995,0.18604651162790697,14.534883720930232,1,0,1
1,457,41,8,73700.12,3,185750.02,0.39677045526024707,0.1951219512195122,11.146341463414634,1,1,1
1,846,41,5,0.0,3,3440.47,0.0,0.12195121951219512,20.634146341463413,1,0,0
1,630,40,0,118633.08,1,60032.46,1.9761489034432373,0.0,15.75,0,1,0
1,627,55,2,159441.27,1,100686.11,1.5835478200518422,0.03636363636363636,11.4,1,0,0
1,693,38,3,0.0,2,78133.48,0.0,0.07894736842105263,18.236842105263158,0,0,0
1,359,44,6,128747.69,1,146955.71,0.8760985877990043,0.13636363636363635,8.159090909090908,1,0,0
1,523,73,7,0.0,2,130883.9,0.0,0.0958904109589041,7.164383561643835,0,0,0
1,556,43,6,0.0,3,125154.57,0.0,0.13953488372093023,12.930232558139535,0,0,0
1,687,35,3,99587.43,1,1713.1,58.132876072616895,0.08571428571428572,19.62857142857143,1,1,0
1,817,55,10,117561.49,1,95941.55,1.2253449105210412,0.18181818181818182,14.854545454545455,1,0,0
1,691,52,3,0.0,1,175843.68,0.0,0.057692307692307696,13.288461538461538,1,0,1
1,649,45,5,92786.66,1,173365.9,0.5352070966666456,0.1111111111111111,14.422222222222222,1,0,0
1,475,46,10,0.0,2,122953.0,0.0,0.21739130434782608,10.326086956521738,0,0,0
1,630,50,1,81947.76,1,63606.22,1.2883607923879141,0.02,12.6,0,1,1
1,710,47,5,158623.14,1,83499.89,1.8996808259268367,0.10638297872340426,15.106382978723405,0,0,1
1,544,64,3,124043.8,1,111402.97,1.1134694164796504,0.046875,8.5,1,1,0
1,652,48,4,59486.31,1,163944.18,0.3628449024539938,0.08333333333333333,13.583333333333334,1,0,1
1,658,40,7,140596.95,1,135459.02,1.0379297738902882,0.175,16.45,0,1,0
1,713,53,6,115029.4,1,191521.32,0.60060885127567,0.11320754716981132,13.452830188679245,0,0,1
1,716,44,3,109528.28,1,27341.63,4.005916252981259,0.06818181818181818,16.272727272727273,1,0,0
1,709,43,8,0.0,2,168035.62,0.0,0.18604651162790697,16.488372093023255,0,0,0
1,571,42,4,108825.34,3,55558.51,1.9587519535711089,0.09523809523809523,13.595238095238095,1,0,0
1,665,52,3,0.0,1,116137.01,0.0,0.057692307692307696,12.788461538461538,1,0,1
1,617,28,0,0.0,2,7597.83,0.0,0.0,22.035714285714285,1,1,0
1,500,56,1,100374.58,1,118490.8,0.8471086362823105,0.017857142857142856,8.928571428571429,1,0,1
1,611,46,5,0.0,1,77677.14,0.0,0.10869565217391304,13.282608695652174,1,0,0
1,792,50,9,0.0,4,194700.81,0.0,0.18,15.84,1,1,1
1,552,42,9,133701.07,2,101069.71,1.3228599349894246,0.21428571428571427,13.142857142857142,1,0,1
1,521,38,5,110641.18,1,136507.69,0.8105124334021035,0.13157894736842105,13.710526315789474,0,1,1
1,662,36,4,166909.2,2,138871.12,1.2019000062792036,0.1111111111111111,18.38888888888889,1,0,0
1,554,35,6,117707.18,2,95277.15,1.2354187756455772,0.17142857142857143,15.82857142857143,0,0,0
1,669,25,1,157848.53,1,37543.93,4.204368855364902,0.04,26.76,0,0,1
1,714,51,4,88308.87,3,5862.53,15.063269612266376,0.0784313725490196,14.0,0,0,0
1,818,49,2,0.0,1,192298.84,0.0,0.04081632653061224,16.693877551020407,0,1,0
1,561,56,7,152759.0,2,133167.11,1.1471225890537087,0.125,10.017857142857142,1,0,1
1,737,36,9,0.0,1,188670.9,0.0,0.25,20.47222222222222,0,1,1
1,785,47,9,122031.55,1,33823.5,3.6078924416456015,0.19148936170212766,16.70212765957447,1,1,0
1,481,44,9,175303.06,1,65500.53,2.676360939369498,0.20454545454545456,10.931818181818182,1,0,1
1,618,56,7,0.0,1,142400.27,0.0,0.125,11.035714285714286,1,1,1
1,658,35,5,126397.66,1,156361.58,0.8083677588829686,0.14285714285714285,18.8,0,0,0
1,625,36,9,108546.16,3,133807.77,0.8112096928302446,0.25,17.36111111111111,1,0,1
1,717,36,2,148061.89,1,179128.69,0.8265671456649407,0.05555555555555555,19.916666666666668,1,0,1
1,573,26,4,129109.02,1,149814.68,0.8617915146900158,0.15384615384615385,22.03846153846154,0,0,0
1,734,22,5,130056.23,1,121894.31,1.0669589909487982,0.22727272727272727,33.36363636363637,0,0,1
1,680,37,10,123806.28,1,81776.84,1.5139528502201847,0.2702702702702703,18.37837837837838,1,0,0
1,604,53,8,144453.75,1,190998.96,0.7563064741294927,0.1509433962264151,11.39622641509434,1,0,1
1,565,55,4,118803.35,2,128124.7,0.9272478296534549,0.07272727272727272,10.272727272727273,1,1,1
1,710,54,6,171137.62,1,167023.95,1.024629222336078,0.1111111111111111,13.148148148148149,1,1,1
1,800,40,5,97764.41,1,98640.15,0.9911218707595235,0.125,20.0,1,0,0
1,612,33,9,0.0,1,142797.5,0.0,0.2727272727272727,18.545454545454547,0,0,0
1,738,54,4,0.0,1,55725.04,0.0,0.07407407407407407,13.666666666666666,0,1,1
1,705,49,7,0.0,1,63405.2,0.0,0.14285714285714285,14.387755102040817,1,0,0
1,534,62,2,0.0,2,42763.12,0.0,0.03225806451612903,8.612903225806452,0,0,1
1,655,59,7,0.0,1,88958.49,0.0,0.11864406779661017,11.101694915254237,1,0,0
1,621,47,0,0.0,1,133831.37,0.0,0.0,13.212765957446809,1,1,1
1,720,45,1,102882.4,2,35633.15,2.887266492016563,0.022222222222222223,16.0,1,1,0
1,492,49,8,0.0,1,182865.09,0.0,0.16326530612244897,10.040816326530612,1,1,0
1,850,63,8,169832.57,1,184107.26,0.922465360681594,0.12698412698412698,13.492063492063492,0,0,1
1,719,42,4,0.0,1,28465.86,0.0,0.09523809523809523,17.11904761904762,1,0,0
1,654,40,6,0.0,1,183872.88,0.0,0.15,16.35,0,0,1
1,640,63,2,68432.45,2,112503.24,0.6082709262417686,0.031746031746031744,10.158730158730158,1,1,1
1,721,55,3,44020.89,1,65864.4,0.6683563503197479,0.05454545454545454,13.10909090909091,1,0,0
1,423,36,5,97665.61,1,118372.55,0.8250697480116801,0.1388888888888889,11.75,1,0,0
1,716,52,7,65971.61,2,14608.0,4.516128833515881,0.1346153846153846,13.76923076923077,1,0,0
1,601,43,2,0.0,1,49713.87,0.0,0.046511627906976744,13.976744186046512,1,0,0
1,460,27,7,0.0,2,156150.08,0.0,0.25925925925925924,17.037037037037038,1,0,0
1,704,32,7,127785.17,4,184464.7,0.6927350869841221,0.21875,22.0,0,0,1
1,643,51,2,105229.53,1,34967.75,3.0093308834568995,0.0392156862745098,12.607843137254902,1,0,0
1,674,18,7,0.0,2,55753.12,0.0,0.3888888888888889,37.44444444444444,1,1,1
1,753,57,7,0.0,1,159475.08,0.0,0.12280701754385964,13.210526315789474,1,0,1
1,745,55,9,110123.59,1,51548.14,2.1363251903948424,0.16363636363636364,13.545454545454545,0,1,0
1,693,36,8,178111.82,1,58719.63,3.03325855425179,0.2222222222222222,19.25,0,0,1
1,728,46,2,109705.52,1,20276.87,5.410377439910598,0.043478260869565216,15.826086956521738,1,0,0
1,720,38,10,0.0,2,56229.72,0.0,0.2631578947368421,18.94736842105263,1,1,0
1,622,30,2,158584.82,3,142342.55,1.1141069202427525,0.06666666666666667,20.733333333333334,1,0,0
1,493,31,3,0.0,1,176570.28,0.0,0.0967741935483871,15.903225806451612,1,1,0
1,625,58,10,53772.73,1,192072.1,0.27996117083116184,0.1724137931034483,10.775862068965518,1,1,0
1,572,43,2,140431.98,1,26450.57,5.309223203885588,0.046511627906976744,13.30232558139535,1,0,1
1,659,56,9,123785.24,1,99504.03,1.244022377787111,0.16071428571428573,11.767857142857142,1,0,0
1,538,38,8,88758.95,2,28226.15,3.1445645261574815,0.21052631578947367,14.157894736842104,0,0,0
1,580,65,9,106804.26,3,107890.69,0.9899302710919727,0.13846153846153847,8.923076923076923,1,0,0
1,542,59,2,68892.77,2,7905.06,8.71502177086575,0.03389830508474576,9.186440677966102,1,0,0
1,644,48,8,0.0,2,44965.54,0.0,0.16666666666666666,13.416666666666666,0,1,1
1,699,40,7,0.0,1,152876.13,0.0,0.175,17.475,0,1,1
1,545,55,5,0.0,1,10034.77,0.0,0.09090909090909091,9.909090909090908,0,0,0
1,640,33,7,154575.76,1,25722.28,6.009411296354756,0.21212121212121213,19.393939393939394,1,0,1
1,651,35,7,74623.5,3,129451.29,0.5764600723561736,0.2,18.6,1,0,1
1,672,52,8,170008.84,1,56407.42,3.0139446193426327,0.15384615384615385,12.923076923076923,0,0,1
1,556,52,9,0.0,1,175149.2,0.0,0.17307692307692307,10.692307692307692,1,0,0
1,614,40,6,0.0,1,20339.79,0.0,0.15,15.35,1,1,1
1,540,22,4,0.0,3,186233.26,0.0,0.18181818181818182,24.545454545454547,1,1,1
1,774,52,2,56580.93,1,113266.28,0.49953905081017935,0.038461538461538464,14.884615384615385,1,0,0
1,566,42,6,0.0,1,180702.12,0.0,0.14285714285714285,13.476190476190476,1,0,0
1,661,47,5,0.0,1,107243.31,0.0,0.10638297872340426,14.063829787234043,0,1,1
1,576,63,9,70655.48,1,78955.8,0.8948738408071351,0.14285714285714285,9.142857142857142,0,0,1
1,672,53,9,169406.33,4,147311.47,1.1499873702977779,0.16981132075471697,12.679245283018869,1,1,0
1,739,37,8,0.0,2,191557.1,0.0,0.21621621621621623,19.972972972972972,1,0,0
1,512,41,8,145150.28,1,64869.32,2.237579798894146,0.1951219512195122,12.487804878048781,1,0,0
1,614,37,8,75150.34,4,131766.67,0.5703289003205438,0.21621621621621623,16.594594594594593,0,1,0
1,655,50,10,0.0,4,179267.94,0.0,0.2,13.1,1,0,0
1,564,40,4,0.0,1,85455.62,0.0,0.1,14.1,1,0,1
1,758,50,2,95813.76,3,67944.09,1.41018534503884,0.04,15.16,1,1,0
1,624,45,3,68639.57,1,168002.31,0.40856325130291365,0.06666666666666667,13.866666666666667,1,0,0
1,691,58,3,0.0,1,194930.3,0.0,0.05172413793103448,11.913793103448276,0,1,1
1,611,61,3,131583.59,4,66238.23,1.9865203221764833,0.04918032786885246,10.01639344262295,0,1,0
1,660,50,1,0.0,3,191849.15,0.0,0.02,13.2,1,1,1
1,524,50,4,0.0,2,31840.59,0.0,0.08,10.48,1,1,1
1,645,36,8,0.0,2,12096.61,0.0,0.2222222222222222,17.916666666666668,1,1,0
1,667,38,6,144432.04,1,73963.17,1.9527562163709318,0.15789473684210525,17.55263157894737,1,1,0
1,680,24,10,0.0,3,154971.63,0.0,0.4166666666666667,28.333333333333332,1,0,0
1,461,51,9,119889.84,1,56767.67,2.1119387144126227,0.17647058823529413,9.03921568627451,0,0,1
1,532,44,3,148595.55,1,74838.64,1.9855458356806055,0.06818181818181818,12.090909090909092,1,0,1
1,729,62,4,140549.4,1,30990.16,4.5352912021106055,0.06451612903225806,11.758064516129032,1,0,0
1,742,28,2,191864.51,1,108457.99,1.7690214432334583,0.07142857142857142,26.5,1,0,0
1,669,44,8,96418.09,1,131609.48,0.7326074838985762,0.18181818181818182,15.204545454545455,0,0,0
1,524,52,2,87894.26,1,173899.42,0.5054315879834446,0.038461538461538464,10.076923076923077,1,0,1
1,598,64,9,0.0,1,13181.37,0.0,0.140625,9.34375,0,1,0
1,414,38,8,0.0,1,77661.12,0.0,0.21052631578947367,10.894736842105264,0,1,1
1,586,28,5,0.0,3,170487.4,0.0,0.17857142857142858,20.928571428571427,1,0,0
1,689,22,4,136444.25,1,51980.25,2.624924851265625,0.18181818181818182,31.318181818181817,1,0,1
1,481,57,9,0.0,3,169719.35,0.0,0.15789473684210525,8.43859649122807,1,1,0
1,444,45,4,0.0,2,161653.5,0.0,0.08888888888888889,9.866666666666667,1,0,0
1,640,43,7,132412.38,1,69584.3,1.902905971605664,0.16279069767441862,14.883720930232558,0,0,1
1,805,46,6,118022.06,3,162643.15,0.7256503578539889,0.13043478260869565,17.5,1,0,1
1,646,52,8,59669.43,1,172495.81,0.3459181414319571,0.15384615384615385,12.423076923076923,0,0,1
1,774,53,4,113709.28,1,153887.93,0.7389096727729069,0.07547169811320754,14.60377358490566,1,1,1
1,688,51,5,0.0,1,91624.11,0.0,0.09803921568627451,13.490196078431373,1,0,0
1,758,52,7,125095.94,1,171189.83,0.7307439933785786,0.1346153846153846,14.576923076923077,1,0,0
1,603,48,5,0.0,1,100478.6,0.0,0.10416666666666667,12.5625,1,0,0
1,487,53,4,199689.49,1,24207.86,8.248952612911674,0.07547169811320754,9.18867924528302,1,1,1
1,696,52,6,139781.06,1,27445.4,5.093059674845329,0.11538461538461539,13.384615384615385,1,0,1
1,651,56,2,0.0,1,114522.68,0.0,0.03571428571428571,11.625,1,0,1
1,698,57,6,136325.48,2,72549.27,1.8790744551943803,0.10526315789473684,12.24561403508772,1,1,1
1,688,54,9,0.0,1,191212.63,0.0,0.16666666666666666,12.74074074074074,1,0,0
1,631,33,7,0.0,1,58043.02,0.0,0.21212121212121213,19.12121212121212,1,1,1
1,533,39,2,0.0,1,73669.94,0.0,0.05128205128205128,13.666666666666666,0,1,0
1,686,41,10,0.0,1,144272.71,0.0,0.24390243902439024,16.73170731707317,1,1,0
1,550,38,9,140278.99,3,171457.06,0.8181581440857553,0.23684210526315788,14.473684210526315,1,1,1
1,511,45,5,68375.27,1,193160.25,0.35398209517744983,0.1111111111111111,11.355555555555556,1,0,1
1,815,45,7,0.0,1,52885.23,0.0,0.15555555555555556,18.11111111111111,0,1,1
1,591,56,9,128882.49,1,196241.94,0.6567530365833114,0.16071428571428573,10.553571428571429,1,1,0
1,689,47,1,93871.95,3,156878.42,0.5983738872433825,0.02127659574468085,14.659574468085106,1,0,1
1,747,45,1,114959.12,1,189362.39,0.6070852823520023,0.022222222222222223,16.6,1,0,0
1,602,33,5,164704.38,1,180716.1,0.9113984863551172,0.15151515151515152,18.242424242424242,0,1,1
1,666,47,2,0.0,1,35046.97,0.0,0.0425531914893617,14.170212765957446,1,0,1
1,791,44,5,0.0,2,123977.86,0.0,0.11363636363636363,17.977272727272727,1,1,0
1,666,43,7,137780.74,2,119100.05,1.156848716688196,0.16279069767441862,15.488372093023257,1,1,1
1,483,44,5,136836.49,1,192359.9,0.7113566289023856,0.11363636363636363,10.977272727272727,1,0,0
1,466,40,4,91592.06,1,141210.18,0.6486222168968272,0.1,11.65,1,0,1
1,734,54,3,0.0,1,130805.54,0.0,0.05555555555555555,13.592592592592593,1,0,0
1,678,28,4,0.0,2,144423.17,0.0,0.14285714285714285,24.214285714285715,1,1,0
1,698,40,7,105061.74,3,107815.31,0.9744603062403662,0.175,17.45,1,0,0
1,619,40,10,0.0,1,147093.84,0.0,0.25,15.475,1,1,0
1,760,39,6,178585.46,1,67131.3,2.660241347925632,0.15384615384615385,19.487179487179485,1,0,1
1,664,48,10,0.0,1,140173.17,0.0,0.20833333333333334,13.833333333333334,1,0,1
1,756,60,2,0.0,1,166513.49,0.0,0.03333333333333333,12.6,1,1,1
1,548,28,8,116755.5,2,158585.17,0.7362321457926992,0.2857142857142857,19.571428571428573,1,1,0
1,648,39,6,130694.89,2,153955.38,0.848914081469579,0.15384615384615385,16.615384615384617,1,1,0
1,644,40,9,137285.26,4,77063.63,1.7814533262967238,0.225,16.1,1,0,0
1,637,48,7,130806.99,2,132005.85,0.9909181297647036,0.14583333333333334,13.270833333333334,1,1,0
1,675,49,0,0.0,1,80496.71,0.0,0.0,13.775510204081632,1,1,0
1,815,56,3,0.0,3,94248.16,0.0,0.05357142857142857,14.553571428571429,1,1,0
1,586,35,7,164769.02,3,119814.25,1.375203867653472,0.2,16.742857142857144,1,0,0
1,678,60,10,117738.81,1,147489.76,0.7982846402353627,0.16666666666666666,11.3,1,0,0
1,659,49,1,0.0,1,116249.72,0.0,0.02040816326530612,13.448979591836734,1,0,0
1,548,46,1,0.0,1,104469.06,0.0,0.021739130434782608,11.91304347826087,1,1,0
1,850,42,8,0.0,1,19632.64,0.0,0.19047619047619047,20.238095238095237,1,0,0
1,611,35,10,0.0,1,23598.23,0.0,0.2857142857142857,17.457142857142856,1,1,1
1,584,66,5,0.0,1,49553.38,0.0,0.07575757575757576,8.848484848484848,1,0,0
1,527,47,1,0.0,1,21312.16,0.0,0.02127659574468085,11.212765957446809,1,0,1
1,675,54,6,0.0,1,110273.84,0.0,0.1111111111111111,12.5,1,0,1
1,580,50,0,125647.36,1,57541.08,2.1836114303033587,0.0,11.6,1,0,1
1,638,57,6,0.0,1,33676.48,0.0,0.10526315789473684,11.192982456140351,1,0,1
